pos_east,pos_north
86.8528,711.3337251968503
109.445,711.3337251968503
109.445,709.3337251968503
86.8528,709.3337251968503
86.8528,711.3337251968503
86.8528,707.5080951968503
109.445,707.5081251968503
109.445,705.5080251968503
86.8528,705.5080251968503
86.8528,707.5080951968503
86.8528,703.6824651968503
109.445,703.6820251968503
109.445,701.6820251968503
86.8528,701.6820251968503
86.8528,703.6824651968503
86.8528,699.8568351968503
109.445,699.8570251968504
109.445,697.8570251968504
86.8528,697.8570251968504
86.8528,699.8568351968503
86.8528,696.0312051968504
109.445,696.0310251968504
109.445,694.0310251968504
86.8528,694.0310251968504
86.8528,696.0312051968504
86.8528,692.2055751968503
109.445,692.2060251968503
109.445,690.2060251968503
86.8528,690.2060251968503
86.8528,692.2055751968503
86.8528,688.3799451968503
109.445,688.3800251968503
109.445,686.3800251968503
86.8528,686.3800251968503
86.8528,688.3799451968503
86.8528,684.5543151968503
109.445,684.5540251968504
109.445,682.5540251968504
86.8528,682.5540251968504
86.8528,684.5543151968503
86.8528,680.7286851968503
109.445,680.7290251968503
109.445,678.7290251968503
86.8528,678.7290251968503
86.8528,680.7286851968503
86.8528,676.9030551968503
109.445,676.9030251968503
109.445,674.9030251968503
86.8528,674.9030251968503
86.8528,676.9030551968503
86.8528,673.0774251968503
109.445,673.0770251968504
109.445,671.0770251968504
86.8528,671.0770251968504
86.8528,673.0774251968503
86.8528,669.2518051968503
109.445,669.2520251968504
109.445,667.2520251968504
86.8528,667.2520251968504
86.8528,669.2518051968503
86.8528,665.4261751968503
109.445,665.4260251968503
109.445,663.4260251968503
86.8528,663.4260251968503
86.8528,665.4261751968503
86.8528,661.6005551968503
109.445,661.6010251968503
109.445,659.6010251968503
86.8528,659.6010251968503
86.8528,661.6005551968503
58.9834,730.5010251968504
81.5757,730.5010251968504
81.5757,728.5010251968504
58.9834,728.5010251968504
58.9834,730.5010251968504
58.9834,726.6753951968503
81.5757,726.6754251968504
81.5757,724.6754251968504
58.9834,724.6754251968504
58.9834,726.6753951968503
58.9834,722.8497651968503
81.5757,722.8498251968504
81.5757,720.8498251968504
58.9834,720.8498251968504
58.9834,722.8497651968503
58.9834,719.0241351968504
81.5757,719.0242251968504
81.5757,717.0242251968504
58.9834,717.0242251968504
58.9834,719.0241351968504
58.9834,715.1985051968503
81.5757,715.1985251968504
81.5757,713.1985251968504
58.9834,713.1985251968504
58.9834,715.1985051968503
58.9834,711.3728751968504
81.5757,711.3729251968504
81.5757,709.3729251968504
58.9834,709.3729251968504
58.9834,711.3728751968504
58.9834,707.5472451968503
81.5757,707.5473251968504
81.5757,705.5470251968503
58.9834,705.5470251968503
58.9834,707.5472451968503
58.9834,703.7216151968503
81.5757,703.7220251968504
81.5757,701.7220251968504
58.9834,701.7220251968504
58.9834,703.7216151968503
58.9834,699.8959851968503
81.5757,699.8960251968504
81.5757,697.8960251968504
58.9834,697.8960251968504
58.9834,699.8959851968503
58.9834,696.0703551968503
81.5757,696.0700251968503
81.5757,694.0700251968503
58.9834,694.0700251968503
58.9834,696.0703551968503
58.9834,692.2447251968503
81.5757,692.2450251968503
81.5757,690.2450251968503
58.9834,690.2450251968503
58.9834,692.2447251968503
58.9834,688.4191051968503
81.5757,688.4190251968503
81.5757,686.4190251968503
58.9834,686.4190251968503
58.9834,688.4191051968503
58.9834,684.5934751968502
81.5757,684.5940251968503
81.5757,682.5940251968503
58.9834,682.5940251968503
58.9834,684.5934751968502
58.9834,680.7678551968503
81.5757,680.7680251968503
81.5757,678.7680251968503
58.9834,678.7680251968503
58.9834,680.7678551968503
58.9834,676.9422251968504
81.5757,676.9420251968503
81.5757,674.9420251968503
58.9834,674.9420251968503
58.9834,676.9422251968504
58.9834,673.1166051968503
81.5757,673.1170251968504
81.5757,671.1170251968504
58.9834,671.1170251968504
58.9834,673.1166051968503
58.9834,669.2909751968504
81.5757,669.2910251968503
81.5757,667.2910251968503
58.9834,667.2910251968503
58.9834,669.2909751968504
58.9834,665.4653551968504
81.5757,665.4650251968503
81.5757,663.4650251968503
58.9834,663.4650251968503
58.9834,665.4653551968504
58.9834,661.6397251968503
81.5757,661.6400251968503
81.5757,659.6400251968503
58.9834,659.6400251968503
58.9834,661.6397251968503
36.027493,745.812065196853
58.619811999999996,745.810651968503
58.619811999999996,743.810651968503
36.027493,743.812065196853
36.027493,745.812065196853
36.027493,741.986440196854
58.619811999999996,741.984401968504
58.619811999999996,739.984401968504
36.027493,739.986440196854
36.027493,741.986440196854
36.027493,738.160815196853
58.619811999999996,738.168151968503
58.619811999999996,736.168151968503
36.027493,736.160815196853
36.027493,738.160815196853
36.027493,734.335190196854
58.619811999999996,734.331901968504
58.619811999999996,732.331901968504
36.027493,732.335190196854
36.027493,734.335190196854
36.027493,730.509565196853
58.619811999999996,730.505651968503
58.619811999999996,728.505651968503
36.027493,728.509565196853
36.027493,730.509565196853
36.027493,726.683940196854
58.619811999999996,726.689401968504
58.619811999999996,724.689401968504
36.027493,724.683940196854
36.027493,726.683940196854
36.027493,722.858315196853
58.619811999999996,722.853151968503
58.619811999999996,720.853151968503
36.027493,720.858315196853
36.027493,722.858315196853
36.027493,719.032690196854
58.619811999999996,719.036901968504
58.619811999999996,717.036901968504
36.027493,717.032690196854
36.027493,719.032690196854
36.027493,715.207065196853
58.619811999999996,715.200651968503
58.619811999999996,713.200651968503
36.027493,713.207065196853
36.027493,715.207065196853
36.027493,711.381440196853
58.619811999999996,711.384401968503
58.619811999999996,709.384401968503
36.027493,709.381440196853
36.027493,711.381440196853
36.027493,707.555815196853
58.619811999999996,707.558151968503
58.619811999999996,705.558151968503
36.027493,705.555815196853
36.027493,707.555815196853
36.027493,703.730195196853
58.619811999999996,703.731951968503
58.619811999999996,701.731951968503
36.027493,701.730195196853
36.027493,703.730195196853
36.027493,699.904565196853
58.619811999999996,699.905651968503
58.619811999999996,697.905651968503
36.027493,697.904565196853
36.027493,699.904565196853
36.027493,696.078945196853
58.619811999999996,696.079451968503
58.619811999999996,694.079451968503
36.027493,694.078945196853
36.027493,696.078945196853
36.027493,692.253315196853
58.619811999999996,692.253151968503
58.619811999999996,690.253151968503
36.027493,690.253315196853
36.027493,692.253315196853
36.027493,688.427695196853
58.619811999999996,688.426951968503
58.619811999999996,686.426951968503
36.027493,686.427695196853
36.027493,688.427695196853
36.027493,684.602065196853
58.619811999999996,684.600651968503
58.619811999999996,682.600651968503
36.027493,682.602065196853
36.027493,684.602065196853
36.027493,680.776445196853
58.619811999999996,680.774451968503
58.619811999999996,678.774451968503
36.027493,678.776445196853
36.027493,680.776445196853
36.027493,676.950815196853
58.619811999999996,676.958151968503
58.619811999999996,674.958151968503
36.027493,674.950815196853
36.027493,676.950815196853
58.9933,738.1284251968503
70.2893,738.1284251968503
70.2893,736.1284251968503
58.9933,736.1284251968503
58.9933,738.1284251968503
58.9933,734.3027951968503
70.2893,734.3027251968504
70.2893,732.3027251968504
58.9933,732.3027251968504
58.9933,734.3027951968503
13.0196,738.1915251968503
35.6119,738.1915251968503
35.6119,736.1915251968503
13.0196,736.1915251968503
13.0196,738.1915251968503
13.0196,734.3658951968504
35.6119,734.3659251968503
35.6119,732.3659251968503
13.0196,732.3659251968503
13.0196,734.3658951968504
13.0196,730.5402651968503
35.6119,730.5402251968503
35.6119,728.5402251968503
13.0196,728.5402251968503
13.0196,730.5402651968503
13.0196,726.7146351968503
35.6119,726.7146251968503
35.6119,724.7146251968503
13.0196,724.7146251968503
13.0196,726.7146351968503
13.0196,722.8890051968503
35.6119,722.8890251968503
35.6119,720.8890251968503
13.0196,720.8890251968503
13.0196,722.8890051968503
13.0196,719.0633751968503
35.6119,719.0634251968503
35.6119,717.0634251968503
13.0196,717.0634251968503
13.0196,719.0633751968503
13.0196,715.2377451968503
35.6119,715.2377251968503
35.6119,713.2377251968503
13.0196,713.2377251968503
13.0196,715.2377451968503
13.0196,711.4121151968503
35.6119,711.4121251968503
35.6119,709.4121251968503
13.0196,709.4121251968503
13.0196,711.4121151968503
24.5094,707.5655251968503
35.8054,707.5655251968503
35.8054,705.5650251968503
24.5094,705.5650251968503
24.5094,707.5655251968503
24.5094,703.7398951968503
35.8054,703.7400251968503
35.8054,701.7400251968503
24.5094,701.7400251968503
24.5094,703.7398951968503
24.5094,699.9142751968503
35.8054,699.9140251968504
35.8054,697.9140251968504
24.5094,697.9140251968504
24.5094,699.9142751968503
24.5094,696.0886451968503
35.8054,696.0890251968503
35.8054,694.0890251968503
24.5094,694.0890251968503
24.5094,696.0886451968503
47.1244,673.1040251968503
58.4204,673.1040251968503
58.4204,671.1040251968503
47.1244,671.1040251968503
47.1244,673.1040251968503
47.1244,669.2783951968504
58.4204,669.2780251968503
58.4204,667.2780251968503
47.1244,667.2780251968503
47.1244,669.2783951968504
47.1244,665.4527751968503
58.4204,665.4520251968504
58.4204,663.4520251968504
47.1244,663.4520251968504
47.1244,665.4527751968503
47.1244,661.6271451968504
58.4204,661.6270251968504
58.4204,659.6270251968504
47.1244,659.6270251968504
47.1244,661.6271451968504
109.848,699.8320251968503
121.144,699.8320251968503
121.144,697.8320251968503
109.848,697.8320251968503
109.848,699.8320251968503
109.848,696.0063951968503
121.144,696.0070251968503
121.144,694.0070251968503
109.848,694.0070251968503
109.848,696.0063951968503
132.7195,680.705265196850
144.0155,680.705265196850
144.0155,678.705265196850
132.7195,678.705265196850
132.7195,680.705265196850
132.7195,676.879635196850
144.0155,676.879635196850
144.0155,674.879635196850
132.7195,674.879635196850
132.7195,676.879635196850
132.7195,673.054015196850
144.0155,673.054015196850
144.0155,671.054015196850
132.7195,671.054015196850
132.7195,673.054015196850
132.7195,669.228385196850
144.0155,669.228385196850
144.0155,667.228385196850
132.7195,667.228385196850
132.7195,669.228385196850
132.7195,665.402765196850
144.0155,665.402765196850
144.0155,663.402765196850
132.7195,663.402765196850
132.7195,665.402765196850
132.7195,661.577135196850
144.0155,661.577135196850
144.0155,659.577135196850
132.7195,659.577135196850
132.7195,661.577135196850
109.983,692.1900251968503
132.575,692.1900251968503
132.575,690.1900251968503
109.983,690.1900251968503
109.983,692.1900251968503
109.983,688.3643951968503
132.575,688.3640251968503
132.575,686.3640251968503
109.983,686.3640251968503
109.983,688.3643951968503
109.983,684.5387651968504
132.575,684.5390251968504
132.575,682.5390251968504
109.983,682.5390251968504
109.983,684.5387651968504
109.983,680.7131351968503
132.575,680.7130251968504
132.575,678.7130251968504
109.983,678.7130251968504
109.983,680.7131351968503
109.983,676.8875051968503
132.575,676.8880251968503
132.575,674.8880251968503
109.983,674.8880251968503
109.983,676.8875051968503
109.983,673.0618751968503
132.575,673.0620251968503
132.575,671.0620251968503
109.983,671.0620251968503
109.983,673.0618751968503
109.983,669.2362451968504
132.575,669.2360251968503
132.575,667.2360251968503
109.983,667.2360251968503
109.983,669.2362451968504
109.983,665.4106151968504
132.575,665.4110251968503
132.575,663.4110251968503
109.983,663.4110251968503
109.983,665.4106151968504
109.983,661.5849851968503
132.575,661.5850251968503
132.575,659.5850251968503
109.983,659.5850251968503
109.983,661.5849851968503
94.5774,652.2270251968503
117.17,652.2270251968503
117.17,650.2270251968503
94.5774,650.2270251968503
94.5774,652.2270251968503
94.5774,648.4013951968503
117.17,648.4010251968504
117.17,646.4010251968504
94.5774,646.4010251968504
94.5774,648.4013951968503
94.5774,644.5757651968504
117.17,644.5750251968503
117.17,642.5750251968503
94.5774,642.5750251968503
94.5774,644.5757651968504
94.5774,640.7501351968504
117.17,640.7500251968503
117.17,638.7500251968503
94.5774,638.7500251968503
94.5774,640.7501351968504
94.5774,636.9245051968503
117.17,636.9240251968504
117.17,634.9240251968504
94.5774,634.9240251968504
94.5774,636.9245051968503
94.5774,633.0988751968504
117.17,633.0980251968504
117.17,631.0980251968504
94.5774,631.0980251968504
94.5774,633.0988751968504
94.5774,629.2732451968504
117.17,629.2730251968503
117.17,627.2730251968503
94.5774,627.2730251968503
94.5774,629.2732451968504
94.5774,625.4476151968504
117.17,625.4470251968503
117.17,623.4470251968503
94.5774,623.4470251968503
94.5774,625.4476151968504
94.5774,621.6219851968503
117.17,621.6220251968504
117.17,619.6220251968504
94.5774,619.6220251968504
94.5774,621.6219851968503
94.5774,617.7963551968504
117.17,617.7960251968503
117.17,615.7960251968503
94.5774,615.7960251968503
94.5774,617.7963551968504
94.5774,613.9707251968505
117.17,613.9700251968503
117.17,611.9700251968503
94.5774,611.9700251968503
94.5774,613.9707251968505
94.5774,610.1451051968504
117.17,610.1450251968504
117.17,608.1450251968504
94.5774,608.1450251968504
94.5774,610.1451051968504
94.5774,606.3194751968505
117.17,606.3190251968504
117.17,604.3190251968504
94.5774,604.3190251968504
94.5774,606.3194751968505
94.5774,602.4938551968505
117.17,602.4930251968503
117.17,600.4930251968503
94.5774,600.4930251968503
94.5774,602.4938551968505
94.5774,598.6682251968505
117.17,598.6680251968503
117.17,596.6680251968503
94.5774,596.6680251968503
94.5774,598.6682251968505
94.5774,594.8426051968505
117.17,594.8420251968503
117.17,592.8420251968503
94.5774,592.8420251968503
94.5774,594.8426051968505
94.5774,591.0169751968505
117.17,591.0170251968503
117.17,589.0170251968503
94.5774,589.0170251968503
94.5774,591.0169751968505
94.5774,587.1913551968505
117.17,587.1910251968503
117.17,585.1910251968503
94.5774,585.1910251968503
94.5774,587.1913551968505
94.5774,583.3657251968505
117.17,583.3650251968503
117.17,581.3650251968503
94.5774,581.3650251968503
94.5774,583.3657251968505
94.5774,579.5401051968505
117.17,579.5400251968504
117.17,577.5400251968504
94.5774,577.5400251968504
94.5774,579.5401051968505
94.5774,575.7144751968506
117.17,575.7140251968503
117.17,573.7140251968503
94.5774,573.7140251968503
94.5774,575.7144751968506
94.5774,571.8888551968505
117.17,571.8880251968503
117.17,569.8880251968503
94.5774,569.8880251968503
94.5774,571.8888551968505
94.5774,568.0632251968506
117.17,568.0630251968503
117.17,566.0630251968503
94.5774,566.0630251968503
94.5774,568.0632251968506
94.5774,564.2376051968506
117.17,564.2370251968504
117.17,562.2370251968504
94.5774,562.2370251968504
94.5774,564.2376051968506
71.7793,652.2300251968503
94.3716,652.2300251968503
94.3716,650.2300251968503
71.7793,650.2300251968503
71.7793,652.2300251968503
71.7793,648.4043951968504
94.3716,648.4040251968504
